VBELN,POSNR,MATNR,KWMENG,NETWR,WAERK,MEINS,WERKS,LGORT
0000000371,000020,MAT00000126,89.463,73667.41,EUR,KG,0001,0009
0000000372,000010,MAT00000006,560.636,1418908.05,USD,M,0004,0001
0000000373,000010,MAT00000158,276.504,721462.53,COP,KG,0001,0008
0000000373,000020,MAT00000243,195.53,490807.67,COP,KG,0002,0005
0000000374,000010,MAT00000097,392.312,1848554.53,EUR,M,0003,0007
0000000374,000020,MAT00000283,728.68,2577129.84,EUR,ST,0002,0009
0000000374,000030,MAT00000295,15.546,3560.34,EUR,M,0002,0007
0000000375,000010,MAT00000211,410.765,1001917.45,USD,UN,0003,0007
0000000375,000020,MAT00000138,24.602,1088.15,USD,M,0002,0001
0000000375,000030,MAT00000126,468.416,2067681.91,USD,KG,0001,0001
0000000375,000040,MAT00000223,641.769,722439.36,USD,ST,0002,0005
0000000375,000050,MAT00000141,894.467,2465186.83,USD,M,0003,0001
0000000376,000010,MAT00000052,230.187,285194.79,EUR,L,0002,0008
0000000376,000020,MAT00000240,272.275,751969.09,EUR,UN,0003,0003
0000000377,000010,MAT00000167,88.004,276278.0,EUR,L,0003,0007
0000000377,000020,MAT00000169,399.006,663993.86,EUR,KG,0003,0007
0000000377,000030,MAT00000064,546.072,1063808.32,EUR,KG,0003,0007
0000000377,000040,MAT00000121,377.742,1375305.74,EUR,L,0003,0003
0000000377,000050,MAT00000132,327.938,1252418.18,EUR,KG,0003,0002
0000000378,000010,MAT00000024,376.296,544244.43,COP,ST,0003,0003
0000000378,000020,MAT00000255,379.235,732553.08,COP,L,0003,0004
0000000378,000030,MAT00000072,736.624,3575116.19,COP,KG,0004,0007
0000000378,000040,MAT00000130,175.634,606135.77,COP,ST,0003,0002
0000000379,000010,MAT00000240,431.532,207683.41,USD,UN,0002,0007
0000000379,000020,MAT00000213,892.936,4146759.07,USD,ST,0001,0006
0000000379,000030,MAT00000245,3.371,9758.4,USD,UN,0001,0008
0000000379,000040,MAT00000258,633.896,1298770.5,USD,KG,0002,0005
0000000379,000050,MAT00000093,548.049,620276.38,USD,UN,0002,0004
0000000380,000010,MAT00000123,357.409,292267.64,COP,L,0002,0008
0000000380,000020,MAT00000049,88.109,37265.7,COP,L,0002,0001
0000000380,000030,MAT00000206,3.749,6643.6,COP,M,0001,0007
0000000380,000040,MAT00000261,176.755,182321.01,COP,ST,0001,0002
0000000380,000050,MAT00000041,208.546,567927.07,COP,UN,0002,0007
0000000381,000010,MAT00000171,85.372,229241.75,USD,M,0004,0009
0000000381,000020,MAT00000099,870.548,2217372.81,USD,KG,0001,0006
0000000381,000030,MAT00000245,101.019,404945.77,USD,UN,0004,0004
0000000382,000010,MAT00000244,28.744,2168.73,USD,L,0003,0006
0000000382,000020,MAT00000086,626.432,1423629.36,USD,M,0001,0007
0000000382,000030,MAT00000170,29.924,69578.69,USD,ST,0002,0008
0000000382,000040,MAT00000123,213.327,755659.7,USD,L,0002,0008
0000000382,000050,MAT00000215,857.851,3266207.63,USD,M,0001,0004
0000000383,000010,MAT00000269,769.247,953958.59,USD,L,0004,0006
0000000384,000010,MAT00000142,918.431,3514817.07,EUR,KG,0004,0009
0000000384,000020,MAT00000121,558.148,223800.6,EUR,L,0003,0006
0000000384,000030,MAT00000117,470.128,1025438.49,EUR,ST,0003,0002
0000000384,000040,MAT00000286,853.909,241844.11,EUR,KG,0002,0008
0000000384,000050,MAT00000155,990.234,1793858.4,EUR,M,0004,0002
0000000385,000010,MAT00000212,878.165,424698.16,EUR,M,0002,0003
0000000386,000010,MAT00000188,300.121,77884.4,EUR,L,0003,0008
0000000386,000020,MAT00000161,410.178,688885.75,EUR,KG,0003,0003
0000000386,000030,MAT00000013,409.826,908321.95,EUR,UN,0001,0003
0000000386,000040,MAT00000138,614.829,826262.54,EUR,M,0003,0009
0000000387,000010,MAT00000136,147.996,530025.47,USD,ST,0004,0001
0000000387,000020,MAT00000293,489.283,632662.49,USD,M,0002,0009
0000000387,000030,MAT00000289,196.137,182913.44,USD,KG,0003,0003
0000000388,000010,MAT00000035,87.975,288217.54,EUR,L,0004,0003
0000000388,000020,MAT00000299,895.064,977069.76,EUR,UN,0002,0009
0000000388,000030,MAT00000272,453.89,1110187.71,EUR,UN,0004,0004
0000000388,000040,MAT00000064,971.313,1537675.9,EUR,KG,0001,0004
0000000388,000050,MAT00000179,970.228,1258618.57,EUR,UN,0002,0006
0000000389,000010,MAT00000098,873.752,1933080.19,COP,L,0004,0004
0000000390,000010,MAT00000135,875.734,2029811.29,COP,M,0001,0009
0000000391,000010,MAT00000259,524.743,2485613.14,COP,KG,0004,0004
0000000391,000020,MAT00000052,855.93,2264936.29,COP,L,0004,0008
0000000391,000030,MAT00000150,410.747,417372.35,COP,ST,0001,0004
0000000391,000040,MAT00000150,873.871,1189696.72,COP,ST,0004,0001
0000000391,000050,MAT00000068,801.469,3653568.57,COP,ST,0004,0007
0000000392,000010,MAT00000005,639.717,1503693.19,COP,M,0003,0009
0000000392,000020,MAT00000025,196.901,205909.22,COP,L,0002,0001
0000000392,000030,MAT00000223,619.463,2913693.78,COP,ST,0002,0006
0000000392,000040,MAT00000182,378.566,1362250.82,COP,L,0004,0008
0000000392,000050,MAT00000095,52.226,2562.21,COP,UN,0001,0003
0000000393,000010,MAT00000053,560.567,1473713.83,COP,L,0002,0003
0000000393,000020,MAT00000224,218.319,18011.32,COP,M,0002,0009
0000000394,000010,MAT00000026,560.905,1148267.89,COP,L,0004,0007
0000000394,000020,MAT00000088,606.84,594794.23,COP,L,0001,0003
0000000394,000030,MAT00000092,402.208,890967.14,COP,UN,0003,0006
0000000394,000040,MAT00000114,931.759,916366.34,COP,L,0002,0006
0000000394,000050,MAT00000245,597.132,2181394.85,COP,UN,0004,0004
0000000395,000010,MAT00000204,533.806,1663942.7,EUR,L,0002,0002
0000000395,000020,MAT00000283,775.515,1329628.22,EUR,ST,0002,0002
0000000395,000030,MAT00000131,872.656,2473691.78,EUR,L,0003,0004
0000000396,000010,MAT00000216,589.003,1635272.59,EUR,L,0001,0004
0000000396,000020,MAT00000285,369.566,1510002.33,EUR,KG,0004,0003
0000000396,000030,MAT00000265,575.007,1080110.4,EUR,ST,0003,0003
0000000396,000040,MAT00000061,125.099,170059.58,EUR,UN,0003,0009
0000000396,000050,MAT00000178,378.093,1067587.18,EUR,L,0001,0005
0000000397,000010,MAT00000051,786.376,2319683.38,EUR,L,0001,0003
0000000397,000020,MAT00000021,97.602,367423.71,EUR,UN,0001,0009
0000000397,000030,MAT00000044,854.171,4197874.63,EUR,ST,0001,0008
0000000397,000040,MAT00000070,568.156,1573740.99,EUR,M,0002,0002
0000000397,000050,MAT00000269,65.549,12433.33,EUR,L,0004,0001
0000000398,000010,MAT00000251,248.321,597331.2,USD,UN,0002,0009
0000000398,000020,MAT00000229,100.302,434553.4,USD,L,0004,0002
0000000398,000030,MAT00000270,287.896,1099290.57,USD,ST,0002,0003
0000000399,000010,MAT00000102,161.313,295160.85,COP,L,0003,0005
0000000400,000010,MAT00000278,818.477,1028760.11,COP,M,0002,0008
0000000401,000010,MAT00000224,740.376,374134.2,EUR,M,0001,0006
0000000401,000020,MAT00000033,837.94,3676336.06,EUR,M,0004,0007
0000000401,000030,MAT00000187,105.106,363485.98,EUR,UN,0002,0001
0000000401,000040,MAT00000222,473.353,1812975.12,EUR,ST,0002,0004
0000000402,000010,MAT00000132,949.833,3365714.24,USD,KG,0004,0004
0000000402,000020,MAT00000037,522.324,750062.49,USD,ST,0004,0002
0000000402,000030,MAT00000085,310.584,607781.83,USD,M,0002,0004
0000000402,000040,MAT00000229,506.08,1486574.57,USD,L,0003,0001
0000000402,000050,MAT00000139,486.408,2113953.49,USD,ST,0004,0004
0000000403,000010,MAT00000029,505.599,337724.96,USD,KG,0003,0002
0000000403,000020,MAT00000267,633.255,2941691.11,USD,UN,0003,0007
0000000404,000010,MAT00000166,547.773,1825639.77,USD,L,0004,0002
0000000404,000020,MAT00000106,918.054,1858370.81,USD,M,0004,0005
0000000404,000030,MAT00000098,412.794,238495.86,USD,L,0001,0002
0000000404,000040,MAT00000248,217.851,84907.43,USD,KG,0001,0006
0000000404,000050,MAT00000084,681.934,2565674.38,USD,M,0003,0007
0000000405,000010,MAT00000256,920.915,3406759.28,COP,UN,0001,0003
0000000405,000020,MAT00000117,812.472,602001.13,COP,ST,0002,0007
0000000406,000010,MAT00000246,384.894,1169746.75,COP,KG,0003,0001
0000000406,000020,MAT00000126,13.57,54030.18,COP,KG,0003,0001
0000000406,000030,MAT00000231,637.662,606167.87,COP,ST,0003,0006
0000000407,000010,MAT00000253,449.365,261427.08,USD,ST,0002,0007
0000000407,000020,MAT00000290,742.025,3421685.04,USD,UN,0001,0006
0000000407,000030,MAT00000044,797.811,233806.49,USD,ST,0004,0005
0000000407,000040,MAT00000151,295.062,192678.44,USD,M,0003,0002
0000000407,000050,MAT00000109,930.318,4420257.13,USD,L,0004,0005
0000000408,000010,MAT00000208,614.359,2415266.4,COP,UN,0003,0007
0000000408,000020,MAT00000154,596.318,2375701.1,COP,KG,0004,0006
0000000408,000030,MAT00000084,3.625,16189.07,COP,M,0003,0009
0000000408,000040,MAT00000213,200.668,665090.01,COP,ST,0001,0004
0000000409,000010,MAT00000104,222.414,710990.83,EUR,L,0001,0004
0000000409,000020,MAT00000079,12.109,6555.33,EUR,UN,0001,0008
0000000409,000030,MAT00000196,147.505,251316.07,EUR,ST,0004,0005
0000000410,000010,MAT00000110,891.27,2414058.27,EUR,L,0001,0007
0000000411,000010,MAT00000231,161.526,288700.27,USD,ST,0004,0003
0000000411,000020,MAT00000126,641.016,409698.97,USD,KG,0001,0008
0000000411,000030,MAT00000095,754.336,2902782.99,USD,UN,0003,0003
0000000411,000040,MAT00000251,187.273,61330.03,USD,UN,0001,0007
0000000411,000050,MAT00000134,461.501,2187071.7,USD,M,0004,0006
0000000412,000010,MAT00000179,277.743,1111141.42,COP,UN,0004,0005
0000000412,000020,MAT00000268,16.434,75569.28,COP,KG,0001,0009
0000000413,000010,MAT00000286,499.234,2310240.28,COP,KG,0004,0008
0000000414,000010,MAT00000248,393.383,369748.55,USD,KG,0002,0004
0000000415,000010,MAT00000099,134.125,646233.03,USD,KG,0003,0002
0000000415,000020,MAT00000148,778.885,2877068.78,USD,KG,0003,0005
0000000415,000030,MAT00000151,692.562,640986.91,USD,M,0001,0009
0000000415,000040,MAT00000204,244.447,632227.94,USD,L,0001,0007
0000000416,000010,MAT00000080,958.602,1840314.53,USD,UN,0002,0008
0000000416,000020,MAT00000002,982.175,2525800.52,USD,KG,0003,0001
0000000416,000030,MAT00000084,68.453,247413.79,USD,M,0004,0001
0000000416,000040,MAT00000257,42.099,81872.45,USD,KG,0002,0002
0000000416,000050,MAT00000244,271.777,921775.18,USD,L,0004,0005
0000000417,000010,MAT00000272,866.184,2574731.94,EUR,UN,0001,0007
0000000417,000020,MAT00000287,692.164,820878.82,EUR,ST,0003,0009
0000000417,000030,MAT00000150,169.734,354878.15,EUR,ST,0003,0001
0000000418,000010,MAT00000040,125.441,608559.45,EUR,KG,0003,0007
0000000418,000020,MAT00000179,478.212,246035.29,EUR,UN,0001,0009
0000000418,000030,MAT00000084,521.061,1350043.0,EUR,M,0003,0007
0000000419,000010,MAT00000026,605.224,1142983.68,USD,L,0003,0006
0000000419,000020,MAT00000129,356.717,1171961.6,USD,UN,0002,0004
0000000419,000030,MAT00000164,153.766,702799.8,USD,L,0004,0002
0000000419,000040,MAT00000163,577.63,2146704.13,USD,UN,0004,0009
0000000419,000050,MAT00000050,690.822,3225751.88,USD,KG,0004,0003
0000000420,000010,MAT00000023,429.037,1177337.59,USD,ST,0002,0007
0000000420,000020,MAT00000027,169.149,269012.88,USD,ST,0004,0004
0000000420,000030,MAT00000163,644.576,1547543.18,USD,UN,0002,0004
0000000421,000010,MAT00000094,831.526,237783.17,COP,ST,0001,0001
0000000421,000020,MAT00000131,493.667,1855447.42,COP,L,0003,0006
0000000421,000030,MAT00000081,893.757,2254904.22,COP,UN,0004,0004
0000000422,000010,MAT00000293,47.808,150147.24,EUR,M,0002,0004
0000000423,000010,MAT00000196,190.224,111581.59,COP,ST,0003,0005
0000000423,000020,MAT00000212,919.879,401288.01,COP,M,0002,0003
0000000424,000010,MAT00000192,850.907,442088.73,COP,UN,0004,0008
0000000424,000020,MAT00000162,490.434,1055997.58,COP,M,0004,0005
0000000424,000030,MAT00000257,60.328,83370.28,COP,KG,0001,0001
0000000425,000010,MAT00000005,905.769,3903311.87,COP,M,0001,0009
0000000426,000010,MAT00000108,775.189,2046436.94,EUR,M,0002,0007
0000000426,000020,MAT00000123,733.22,2000422.13,EUR,L,0002,0002
0000000427,000010,MAT00000267,809.039,2434511.62,EUR,UN,0003,0005
0000000427,000020,MAT00000291,770.043,3666906.26,EUR,KG,0004,0007
0000000427,000030,MAT00000200,848.729,1562365.81,EUR,M,0001,0003
0000000428,000010,MAT00000062,894.212,4004728.44,COP,UN,0001,0005
0000000428,000020,MAT00000023,372.549,193770.19,COP,ST,0004,0004
0000000428,000030,MAT00000107,287.619,529221.84,COP,UN,0003,0007
0000000428,000040,MAT00000097,361.287,1660886.92,COP,M,0003,0008
0000000429,000010,MAT00000089,213.832,152840.7,EUR,UN,0002,0007
0000000429,000020,MAT00000030,464.837,539452.64,EUR,M,0004,0007
0000000429,000030,MAT00000210,600.937,2224488.49,EUR,L,0003,0004
0000000429,000040,MAT00000167,393.022,1536224.74,EUR,L,0001,0004
0000000430,000010,MAT00000153,466.326,752347.05,EUR,KG,0003,0004
0000000430,000020,MAT00000140,612.028,3046846.75,EUR,L,0004,0009
0000000430,000030,MAT00000242,642.971,1471091.93,EUR,M,0003,0003
0000000430,000040,MAT00000256,197.837,973817.02,EUR,UN,0001,0007
0000000430,000050,MAT00000071,870.865,2085416.87,EUR,KG,0004,0003
0000000431,000010,MAT00000045,64.426,79720.73,USD,KG,0004,0005
0000000431,000020,MAT00000249,700.23,242097.52,USD,ST,0004,0008
0000000431,000030,MAT00000115,421.946,120005.66,USD,M,0002,0004
0000000431,000040,MAT00000061,677.212,2985746.44,USD,UN,0004,0005
0000000432,000010,MAT00000005,7.357,18616.59,USD,M,0002,0007
0000000432,000020,MAT00000075,44.58,39769.37,USD,L,0001,0003
0000000432,000030,MAT00000114,23.463,1691.92,USD,L,0004,0002
0000000432,000040,MAT00000082,17.576,47970.53,USD,KG,0002,0001
0000000432,000050,MAT00000197,756.123,1250067.91,USD,ST,0002,0004
0000000433,000010,MAT00000103,908.169,2401889.04,EUR,KG,0003,0004
0000000433,000020,MAT00000022,645.542,443926.32,EUR,KG,0003,0002
0000000433,000030,MAT00000276,432.676,685337.15,EUR,UN,0002,0004
0000000434,000010,MAT00000151,833.28,832605.04,EUR,M,0004,0008
0000000434,000020,MAT00000165,60.87,227542.41,EUR,L,0001,0008
0000000434,000030,MAT00000170,956.667,1529739.23,EUR,ST,0003,0001
0000000434,000040,MAT00000150,489.419,1892245.57,EUR,ST,0004,0004
0000000435,000010,MAT00000023,995.982,3438896.77,COP,ST,0003,0003
0000000435,000020,MAT00000298,333.649,1571873.82,COP,ST,0004,0004
0000000435,000030,MAT00000190,594.912,830901.69,COP,L,0003,0003
0000000435,000040,MAT00000015,464.755,1037235.56,COP,L,0004,0007
0000000435,000050,MAT00000038,246.7,279634.45,COP,UN,0004,0001
0000000436,000010,MAT00000163,385.817,951104.49,USD,UN,0001,0009
0000000437,000010,MAT00000143,144.647,104673.8,COP,L,0004,0009
0000000437,000020,MAT00000102,63.047,177639.34,COP,L,0002,0001
0000000437,000030,MAT00000176,895.754,1683551.73,COP,KG,0002,0009
0000000437,000040,MAT00000037,157.6,576039.03,COP,ST,0002,0005
0000000437,000050,MAT00000109,860.22,170022.48,COP,L,0001,0003
0000000438,000010,MAT00000050,709.605,1440207.21,COP,KG,0001,0004
0000000438,000020,MAT00000171,894.648,1385344.54,COP,M,0003,0009
0000000438,000030,MAT00000184,855.726,3727551.01,COP,ST,0003,0009
0000000439,000010,MAT00000037,189.419,370388.02,EUR,ST,0003,0008
0000000440,000010,MAT00000300,948.025,1222743.68,COP,UN,0001,0008
0000000440,000020,MAT00000147,529.424,1857579.4,COP,UN,0004,0006
0000000441,000010,MAT00000050,175.14,578375.33,COP,KG,0003,0006
0000000441,000020,MAT00000088,450.014,2101542.88,COP,L,0002,0007
0000000442,000010,MAT00000093,345.443,872012.13,COP,UN,0001,0002
0000000442,000020,MAT00000029,228.217,98359.24,COP,KG,0004,0005
0000000442,000030,MAT00000258,909.284,140875.37,COP,KG,0001,0009
0000000442,000040,MAT00000238,914.373,3355035.7,COP,M,0004,0004
0000000443,000010,MAT00000234,500.513,1313291.06,COP,KG,0004,0006
0000000444,000010,MAT00000234,230.839,726080.99,EUR,KG,0001,0005
0000000444,000020,MAT00000123,317.473,1536464.55,EUR,L,0004,0004
0000000444,000030,MAT00000105,346.639,1272716.29,EUR,KG,0001,0006
0000000444,000040,MAT00000188,801.199,1023227.27,EUR,L,0003,0008
0000000444,000050,MAT00000229,597.525,1910568.26,EUR,L,0003,0004
0000000445,000010,MAT00000294,822.906,3918497.33,COP,KG,0002,0003
0000000446,000010,MAT00000195,365.432,1172623.78,EUR,KG,0002,0004
0000000446,000020,MAT00000258,114.149,432085.93,EUR,KG,0003,0004
0000000446,000030,MAT00000095,553.309,2162270.71,EUR,UN,0003,0008
0000000446,000040,MAT00000059,516.521,150880.95,EUR,L,0002,0004
0000000447,000010,MAT00000288,759.906,2464914.69,EUR,L,0002,0003
0000000447,000020,MAT00000089,728.966,1336500.84,EUR,UN,0002,0006
0000000447,000030,MAT00000221,272.455,85921.41,EUR,L,0003,0007
0000000447,000040,MAT00000059,979.504,443813.26,EUR,L,0001,0005
0000000448,000010,MAT00000259,381.163,1106257.0,EUR,KG,0003,0008
0000000448,000020,MAT00000033,684.982,1440174.66,EUR,M,0003,0008
0000000448,000030,MAT00000093,504.4,1002681.63,EUR,UN,0001,0009
0000000448,000040,MAT00000064,129.425,442685.27,EUR,KG,0001,0007
0000000448,000050,MAT00000231,633.688,773859.79,EUR,ST,0004,0002
0000000449,000010,MAT00000195,212.274,950582.08,USD,KG,0004,0003
0000000449,000020,MAT00000246,202.362,822162.4,USD,KG,0001,0005
0000000450,000010,MAT00000267,364.655,1182948.11,EUR,UN,0001,0009
0000000451,000010,MAT00000043,456.451,2169881.33,EUR,M,0003,0002
0000000451,000020,MAT00000205,78.607,370419.77,EUR,M,0002,0008
0000000451,000030,MAT00000226,579.349,1623700.89,EUR,M,0003,0004
0000000452,000010,MAT00000222,91.619,92516.87,USD,ST,0001,0001
0000000452,000020,MAT00000247,549.956,397772.18,USD,ST,0002,0007
0000000453,000010,MAT00000214,700.54,397682.55,EUR,KG,0002,0001
0000000453,000020,MAT00000252,574.256,1636652.57,EUR,KG,0001,0004
0000000453,000030,MAT00000082,105.689,60633.78,EUR,KG,0001,0009
0000000453,000040,MAT00000152,229.628,871571.44,EUR,UN,0004,0001
0000000454,000010,MAT00000253,715.277,2924567.38,EUR,ST,0001,0004
0000000455,000010,MAT00000227,942.235,4628182.94,COP,ST,0002,0004
0000000455,000020,MAT00000143,173.82,569613.35,COP,L,0003,0005
0000000455,000030,MAT00000112,543.319,55070.81,COP,ST,0004,0003
0000000455,000040,MAT00000292,141.323,298547.66,COP,ST,0004,0009
0000000455,000050,MAT00000054,284.015,796352.5,COP,KG,0004,0005
0000000456,000010,MAT00000095,155.132,648834.94,EUR,UN,0003,0003
0000000456,000020,MAT00000056,482.665,875414.34,EUR,L,0003,0001
0000000456,000030,MAT00000049,255.41,714948.78,EUR,L,0004,0002
0000000456,000040,MAT00000076,440.124,2020037.12,EUR,KG,0001,0006
0000000456,000050,MAT00000100,413.59,893304.77,EUR,KG,0004,0008
0000000457,000010,MAT00000119,940.789,976341.42,EUR,L,0001,0007
0000000458,000010,MAT00000181,573.809,1849478.22,COP,UN,0004,0007
0000000458,000020,MAT00000078,568.112,2478093.18,COP,UN,0001,0006
0000000458,000030,MAT00000287,662.713,175095.4,COP,ST,0004,0004
0000000458,000040,MAT00000217,917.826,3919236.34,COP,KG,0004,0002
0000000458,000050,MAT00000043,514.301,2188978.2,COP,M,0003,0001
0000000459,000010,MAT00000133,612.139,2089848.67,USD,ST,0001,0006
0000000459,000020,MAT00000184,198.822,30562.92,USD,ST,0001,0006
0000000459,000030,MAT00000296,624.561,2699533.76,USD,UN,0002,0007
0000000459,000040,MAT00000149,896.097,3545121.03,USD,UN,0001,0008
0000000460,000010,MAT00000059,629.012,1953182.9,EUR,L,0003,0001
0000000461,000010,MAT00000021,815.951,1723394.59,EUR,UN,0004,0002
0000000461,000020,MAT00000004,889.171,482917.66,EUR,KG,0004,0006
0000000461,000030,MAT00000020,284.867,909756.95,EUR,L,0002,0009
0000000462,000010,MAT00000178,7.544,29921.92,COP,L,0002,0002
0000000463,000010,MAT00000164,978.976,4692222.18,USD,L,0001,0004
0000000463,000020,MAT00000198,828.713,1767735.99,USD,L,0003,0004
0000000463,000030,MAT00000106,377.274,801179.07,USD,M,0002,0007
0000000463,000040,MAT00000291,251.654,226458.4,USD,KG,0004,0006
0000000463,000050,MAT00000145,145.33,234846.01,USD,KG,0002,0004
0000000464,000010,MAT00000291,860.443,3055381.47,USD,KG,0002,0005
0000000464,000020,MAT00000043,325.065,638170.86,USD,M,0001,0008
0000000464,000030,MAT00000074,552.606,1200309.97,USD,ST,0001,0008
0000000465,000010,MAT00000280,532.111,2155927.53,COP,M,0001,0002
0000000465,000020,MAT00000281,889.87,4099195.05,COP,ST,0003,0002
0000000466,000010,MAT00000190,117.817,482569.01,COP,L,0001,0004
0000000467,000010,MAT00000146,317.291,496268.51,EUR,KG,0001,0006
0000000468,000010,MAT00000066,138.393,102922.87,EUR,ST,0003,0008
0000000468,000020,MAT00000230,843.803,714920.53,EUR,L,0001,0008
0000000468,000030,MAT00000060,609.412,1952556.05,EUR,ST,0004,0001
0000000468,000040,MAT00000177,928.863,622087.42,EUR,M,0003,0007
0000000468,000050,MAT00000076,341.264,1096256.0,EUR,KG,0001,0004
0000000469,000010,MAT00000195,409.164,176120.55,EUR,KG,0001,0001
0000000469,000020,MAT00000235,156.08,718450.29,EUR,UN,0003,0006
0000000469,000030,MAT00000075,95.187,66271.09,EUR,L,0002,0002
0000000469,000040,MAT00000169,370.254,1263569.53,EUR,KG,0001,0005
0000000470,000010,MAT00000015,269.089,918454.57,USD,L,0003,0008
0000000470,000020,MAT00000234,325.925,714085.38,USD,KG,0004,0002
0000000470,000030,MAT00000148,175.695,143750.14,USD,KG,0002,0008
0000000471,000010,MAT00000003,385.302,1144285.29,USD,L,0004,0007
0000000472,000010,MAT00000162,732.23,1236311.78,EUR,M,0002,0002
0000000472,000020,MAT00000041,57.199,238489.51,EUR,UN,0002,0004
0000000472,000030,MAT00000138,921.101,2777036.62,EUR,M,0002,0004
0000000472,000040,MAT00000200,292.055,490243.52,EUR,M,0001,0009
0000000473,000010,MAT00000167,613.01,1946594.86,EUR,L,0004,0007
0000000473,000020,MAT00000003,553.779,1841276.41,EUR,L,0004,0005
0000000473,000030,MAT00000207,411.307,1930860.15,EUR,L,0001,0004
0000000473,000040,MAT00000032,202.224,736819.32,EUR,M,0003,0007
0000000474,000010,MAT00000091,86.75,391625.93,COP,ST,0001,0007
0000000474,000020,MAT00000135,471.187,318070.07,COP,M,0001,0006
0000000475,000010,MAT00000241,404.816,1372156.22,EUR,L,0002,0002
0000000475,000020,MAT00000122,688.738,179347.38,EUR,L,0003,0008
0000000475,000030,MAT00000045,977.379,3947819.48,EUR,KG,0003,0002
0000000475,000040,MAT00000186,610.703,616877.21,EUR,KG,0002,0006
0000000475,000050,MAT00000042,208.899,237841.96,EUR,M,0004,0004
0000000476,000010,MAT00000231,348.815,759286.54,USD,ST,0002,0004
0000000476,000020,MAT00000260,339.741,338483.96,USD,M,0002,0006
0000000476,000030,MAT00000230,215.786,944402.53,USD,L,0001,0006
0000000476,000040,MAT00000099,250.064,1000596.09,USD,KG,0001,0003
0000000476,000050,MAT00000216,340.085,259049.55,USD,L,0004,0006
0000000477,000010,MAT00000290,941.889,3912022.93,USD,UN,0002,0001
0000000478,000010,MAT00000051,413.327,1143270.75,EUR,L,0001,0008
0000000479,000010,MAT00000068,671.759,516710.31,COP,ST,0001,0001
0000000479,000020,MAT00000097,865.773,757473.46,COP,M,0002,0002
0000000479,000030,MAT00000043,67.264,2526.44,COP,M,0002,0008
0000000479,000040,MAT00000150,475.034,2288927.58,COP,ST,0003,0007
0000000480,000010,MAT00000217,655.361,3138445.19,COP,KG,0003,0008
0000000480,000020,MAT00000038,247.489,55440.01,COP,UN,0004,0003
0000000480,000030,MAT00000010,421.506,18428.24,COP,UN,0002,0005
0000000481,000010,MAT00000220,638.965,2534953.07,COP,KG,0001,0007
0000000481,000020,MAT00000142,967.913,2684032.43,COP,KG,0001,0003
0000000481,000030,MAT00000104,32.384,82414.69,COP,L,0002,0006
0000000481,000040,MAT00000260,892.53,2357314.53,COP,M,0001,0002
0000000481,000050,MAT00000032,796.918,1373711.31,COP,M,0004,0001
0000000482,000010,MAT00000051,140.582,275374.83,USD,L,0001,0007
0000000482,000020,MAT00000049,288.304,252136.26,USD,L,0003,0009
0000000482,000030,MAT00000222,273.078,406621.33,USD,ST,0002,0004
0000000482,000040,MAT00000033,201.278,701651.08,USD,M,0003,0003
0000000483,000010,MAT00000239,827.368,828443.58,USD,L,0002,0001
0000000483,000020,MAT00000226,446.119,457066.76,USD,M,0003,0004
0000000483,000030,MAT00000159,499.951,1166795.64,USD,UN,0004,0005
0000000483,000040,MAT00000006,151.257,714836.04,USD,M,0003,0006
0000000483,000050,MAT00000158,694.499,450806.25,USD,KG,0002,0005
0000000484,000010,MAT00000267,900.756,1506433.34,USD,UN,0003,0007
0000000484,000020,MAT00000035,60.421,124898.67,USD,L,0001,0005
0000000485,000010,MAT00000124,231.972,576116.38,EUR,L,0001,0003
0000000486,000010,MAT00000180,676.068,1515453.75,USD,M,0001,0001
0000000486,000020,MAT00000006,635.659,628603.19,USD,M,0004,0008
0000000487,000010,MAT00000005,395.596,70704.87,EUR,M,0001,0009
0000000487,000020,MAT00000200,450.159,1535339.29,EUR,M,0003,0002
0000000487,000030,MAT00000152,202.231,975912.2,EUR,UN,0004,0006
0000000488,000010,MAT00000185,317.421,1461368.19,EUR,M,0004,0008
0000000488,000020,MAT00000180,305.338,1214118.54,EUR,M,0001,0007
0000000488,000030,MAT00000022,670.485,297963.53,EUR,KG,0004,0003
0000000488,000040,MAT00000041,355.34,728667.31,EUR,UN,0004,0003
0000000488,000050,MAT00000234,595.264,1077790.95,EUR,KG,0002,0001
0000000489,000010,MAT00000028,670.335,2483007.98,EUR,KG,0003,0009
0000000489,000020,MAT00000230,77.548,56101.33,EUR,L,0001,0005
0000000489,000030,MAT00000107,666.147,1906712.56,EUR,UN,0003,0002
0000000490,000010,MAT00000242,476.711,618975.86,USD,M,0003,0001
0000000491,000010,MAT00000124,381.042,783921.52,COP,L,0001,0008
0000000492,000010,MAT00000289,619.11,315715.14,USD,KG,0001,0001
0000000492,000020,MAT00000012,66.628,48549.16,USD,KG,0002,0008
0000000492,000030,MAT00000020,150.988,549514.79,USD,L,0002,0001
0000000493,000010,MAT00000275,814.37,3307457.89,USD,KG,0004,0003
0000000493,000020,MAT00000028,298.906,1061681.23,USD,KG,0003,0001
0000000494,000010,MAT00000172,275.588,303598.76,EUR,ST,0001,0007
0000000495,000010,MAT00000270,961.822,2237053.7,USD,ST,0001,0003
0000000495,000020,MAT00000024,354.42,197543.08,USD,ST,0002,0004
0000000495,000030,MAT00000070,483.485,1761480.9,USD,M,0002,0001
