VBELN,ERDAT,KUNNR,VKORG,VTWEG,SPART,NETWR,WAERK,AUART
0000000425,20210516,0000000212,1000,10,04,118099.55,COP,CR
0000000426,20240104,0000000433,2000,30,01,396783.42,EUR,CR
0000000427,20241116,0000000274,1000,30,01,549146.26,EUR,ZOR
0000000428,20220422,0000000451,2000,30,05,982078.35,COP,RE
0000000429,20230823,0000000045,1000,20,03,382164.1,EUR,OR
0000000430,20210624,0000000066,2000,20,02,35268.27,EUR,CR
0000000431,20241202,0000000419,2000,10,04,118945.95,USD,ZOR
0000000432,20210128,0000000225,2000,20,03,557350.33,USD,CR
0000000433,20240308,0000000391,1000,20,02,413160.47,EUR,OR
0000000434,20240923,0000000193,1000,20,03,896581.65,EUR,ZOR
0000000435,20241212,0000000257,2000,30,01,60035.86,COP,RE
0000000436,20200808,0000000474,1000,30,01,865699.61,USD,ZOR
0000000437,20201208,0000000385,2000,10,02,262458.75,COP,ZOR
0000000438,20200103,0000000088,1000,10,01,224205.19,COP,ZOR
0000000439,20220422,0000000013,1000,10,05,874864.97,EUR,OR
0000000440,20220728,0000000001,2000,10,04,245095.81,COP,OR
0000000441,20210330,0000000341,1000,10,02,810263.06,COP,RE
0000000442,20201129,0000000062,1000,20,01,41296.56,COP,OR
0000000443,20210708,0000000049,2000,20,05,405412.18,COP,CR
0000000444,20210704,0000000410,1000,20,04,690958.08,EUR,ZOR
0000000445,20230726,0000000443,1000,30,01,864498.44,COP,CR
0000000446,20220401,0000000300,1000,20,03,47335.97,EUR,OR
0000000447,20200203,0000000429,1000,20,05,132850.97,EUR,OR
0000000448,20240806,0000000349,2000,10,03,214251.86,EUR,OR
0000000449,20231130,0000000462,2000,20,03,226036.95,USD,ZOR
0000000450,20200602,0000000383,1000,20,05,267014.32,EUR,ZOR
0000000451,20241021,0000000466,2000,20,03,198678.43,EUR,ZOR
0000000452,20220422,0000000405,2000,30,02,118111.41,USD,OR
0000000453,20240407,0000000394,1000,20,05,49968.23,EUR,RE
0000000454,20240430,0000000431,2000,20,04,238255.89,EUR,RE
0000000455,20210712,0000000061,1000,10,02,436306.3,COP,CR
0000000456,20210110,0000000428,2000,10,02,32603.3,EUR,ZOR
0000000457,20230508,0000000343,2000,10,02,973588.49,EUR,RE
0000000458,20230613,0000000154,2000,10,01,252167.72,COP,RE
0000000459,20201025,0000000336,1000,20,02,413859.91,USD,OR
0000000460,20221127,0000000332,1000,30,04,768108.5,EUR,ZOR
0000000461,20210524,0000000062,2000,30,04,228883.43,EUR,RE
0000000462,20210817,0000000368,1000,10,02,816763.46,COP,OR
0000000463,20241202,0000000363,2000,20,05,986602.47,USD,RE
0000000464,20200729,0000000081,2000,30,01,844095.97,USD,ZOR
0000000465,20231228,0000000082,2000,10,01,770795.56,COP,OR
0000000466,20200430,0000000028,1000,30,01,218290.93,COP,ZOR
0000000467,20200812,0000000032,1000,10,05,950267.25,EUR,OR
0000000468,20200818,0000000396,1000,10,05,843617.08,EUR,CR
0000000469,20221113,0000000054,2000,10,03,105549.05,EUR,OR
0000000470,20220521,0000000188,2000,10,01,872853.84,USD,OR
0000000471,20240216,0000000145,1000,30,03,922451.4,USD,RE
0000000472,20210330,0000000262,2000,10,05,478503.36,EUR,ZOR
0000000473,20211011,0000000340,2000,10,02,920173.74,EUR,ZOR
0000000474,20220106,0000000282,1000,10,05,227175.47,COP,RE
0000000475,20221221,0000000469,2000,20,03,254854.36,EUR,CR
0000000476,20210315,0000000093,2000,10,03,923439.36,USD,CR
0000000477,20200428,0000000160,2000,10,05,256694.23,USD,OR
0000000478,20210111,0000000460,1000,30,01,15041.24,EUR,RE
0000000479,20210403,0000000401,1000,10,01,434172.28,COP,CR
0000000480,20240129,0000000014,2000,20,01,254820.2,COP,ZOR
0000000481,20201124,0000000140,1000,30,02,925721.31,COP,ZOR
0000000482,20220129,0000000137,1000,10,02,774644.48,USD,RE
0000000483,20200602,0000000183,1000,30,01,750268.14,USD,OR
0000000484,20231104,0000000278,1000,20,01,658289.19,USD,OR
0000000485,20230307,0000000377,1000,20,02,464579.03,EUR,ZOR
0000000486,20240110,0000000177,2000,20,02,552408.71,USD,CR
0000000487,20230131,0000000155,1000,30,01,424080.23,EUR,OR
0000000488,20220305,0000000059,1000,20,02,260751.1,EUR,RE
0000000489,20230920,0000000061,1000,20,02,702560.83,EUR,RE
0000000490,20230302,0000000118,1000,30,03,877163.97,USD,ZOR
0000000491,20211117,0000000373,2000,20,04,236769.35,COP,ZOR
0000000492,20230208,0000000094,2000,10,01,860897.1,USD,OR
0000000493,20220529,0000000284,2000,10,01,558442.53,USD,RE
0000000494,20241107,0000000242,2000,10,04,969375.71,EUR,CR
0000000495,20231102,0000000443,1000,30,04,498572.91,USD,OR
0000000496,20210419,0000000102,2000,10,03,758452.47,EUR,ZOR
0000000497,20210920,0000000293,2000,30,02,356492.4,USD,RE
0000000498,20241210,0000000286,1000,10,01,784667.55,COP,RE
0000000499,20240702,0000000111,1000,30,02,74279.77,USD,OR
0000000500,20200516,0000000155,2000,30,04,977030.44,COP,CR
0000000501,20210701,0000000121,1000,30,02,929823.18,EUR,CR
0000000502,20200920,0000000041,2000,30,02,104949.52,USD,CR
0000000503,20210105,0000000219,2000,20,02,323936.44,EUR,CR
0000000504,20240219,0000000202,1000,10,05,686355.24,EUR,RE
0000000505,20220401,0000000460,1000,10,04,990.95,COP,ZOR
0000000506,20220919,0000000153,2000,10,03,304655.17,EUR,CR
0000000507,20200829,0000000331,2000,10,05,361512.87,COP,ZOR
0000000508,20200410,0000000441,1000,10,01,401486.31,COP,RE
0000000509,20210828,0000000245,1000,10,03,463194.94,USD,ZOR
0000000510,20210522,0000000321,2000,10,02,753151.98,COP,RE
0000000511,20230802,0000000069,2000,10,01,61506.18,USD,CR
0000000512,20220601,0000000470,1000,20,02,152358.15,EUR,CR
0000000513,20230622,0000000269,1000,20,05,273266.66,EUR,RE
0000000514,20220527,0000000497,1000,20,05,635066.97,USD,RE
0000000515,20230823,0000000368,1000,20,02,753158.73,USD,OR
0000000516,20220828,0000000355,2000,30,01,607997.05,COP,CR
0000000517,20240705,0000000327,1000,20,02,891044.6,EUR,CR
0000000518,20210608,0000000143,1000,10,04,164559.0,COP,ZOR
0000000519,20240914,0000000128,1000,10,03,674464.21,EUR,OR
0000000520,20241110,0000000499,1000,30,02,203161.94,COP,CR
0000000521,20221116,0000000274,1000,10,01,289831.88,USD,OR
0000000522,20231112,0000000261,2000,20,04,542051.83,USD,RE
0000000523,20200514,0000000337,1000,10,05,792144.87,USD,ZOR
0000000524,20220221,0000000076,1000,30,01,499918.89,EUR,RE
0000000525,20200915,0000000464,2000,30,01,196952.83,COP,ZOR
0000000526,20240325,0000000369,1000,30,05,22035.69,EUR,ZOR
0000000527,20211115,0000000159,1000,20,05,311719.97,COP,OR
0000000528,20240506,0000000300,1000,10,02,115512.75,USD,CR
0000000529,20241124,0000000007,1000,10,03,674923.83,COP,OR
0000000530,20220323,0000000004,1000,20,04,490205.67,COP,OR
0000000531,20230506,0000000063,2000,10,02,249941.49,COP,ZOR
0000000532,20241206,0000000459,2000,20,03,2317.2,COP,RE
0000000533,20210414,0000000461,2000,30,05,640670.49,EUR,CR
0000000534,20230319,0000000055,2000,30,01,215312.67,USD,CR
0000000535,20220201,0000000441,2000,30,05,199401.23,EUR,ZOR
0000000536,20240123,0000000325,1000,10,05,674114.2,USD,RE
0000000537,20220430,0000000413,2000,20,01,234649.37,COP,OR
0000000538,20210418,0000000099,2000,20,02,821180.47,EUR,RE
0000000539,20220830,0000000047,2000,10,04,133600.32,COP,RE
0000000540,20200614,0000000377,1000,30,03,285473.45,COP,RE
0000000541,20230311,0000000447,1000,20,01,644039.75,COP,ZOR
0000000542,20201102,0000000271,2000,10,03,920070.76,USD,ZOR
0000000543,20230508,0000000203,1000,10,02,635501.26,EUR,CR
0000000544,20201018,0000000189,1000,10,04,477148.37,USD,CR
0000000545,20230930,0000000308,1000,20,03,357761.58,COP,RE
0000000546,20230913,0000000265,1000,10,01,216880.17,USD,RE
0000000547,20220419,0000000305,2000,10,01,915076.61,USD,OR
0000000548,20200406,0000000311,2000,30,04,502599.41,COP,CR
0000000549,20221115,0000000257,1000,10,02,147393.25,EUR,RE
0000000550,20200629,0000000484,1000,20,02,606561.79,USD,RE
0000000551,20201018,0000000014,2000,10,01,819750.82,COP,CR
0000000552,20240215,0000000173,2000,10,02,560050.57,USD,OR
0000000553,20210323,0000000341,2000,30,01,650574.04,EUR,ZOR
0000000554,20200531,0000000101,2000,10,03,817908.66,USD,CR
0000000555,20210613,0000000367,1000,10,03,176794.43,USD,OR
0000000556,20220718,0000000051,1000,20,03,458490.07,USD,OR
0000000557,20201213,0000000290,2000,10,03,859930.84,EUR,RE
0000000558,20240408,0000000244,1000,20,02,116151.54,USD,RE
0000000559,20230702,0000000029,2000,10,01,262593.71,COP,ZOR
0000000560,20230809,0000000456,2000,20,01,393426.2,EUR,RE
0000000561,20230625,0000000026,2000,10,01,624502.77,USD,ZOR
0000000562,20220815,0000000451,1000,10,05,947930.02,COP,RE
0000000563,20200823,0000000398,1000,30,01,901952.84,EUR,OR
0000000564,20230923,0000000108,1000,30,04,692533.86,COP,RE
0000000565,20230324,0000000034,2000,30,04,619110.28,USD,CR
0000000566,20240115,0000000366,2000,10,05,67462.4,EUR,ZOR
0000000567,20200327,0000000299,1000,30,01,888339.75,COP,OR
0000000568,20240421,0000000049,2000,10,03,642821.42,COP,CR
0000000569,20231117,0000000105,2000,30,04,32631.65,EUR,ZOR
0000000570,20220720,0000000387,2000,20,03,366285.0,COP,CR
0000000571,20230729,0000000374,2000,30,04,503472.59,USD,ZOR
0000000572,20210826,0000000399,2000,20,05,53806.32,EUR,ZOR
0000000573,20200626,0000000415,1000,30,05,363203.55,USD,CR
0000000574,20200526,0000000297,1000,10,05,187605.14,COP,CR
0000000575,20200422,0000000380,2000,30,03,389538.78,EUR,CR
0000000576,20200806,0000000499,2000,30,04,579245.07,USD,OR
0000000577,20241203,0000000262,1000,20,05,267046.55,COP,OR
0000000578,20230927,0000000127,2000,10,05,667233.04,EUR,RE
0000000579,20230717,0000000030,1000,20,03,330427.77,COP,RE
0000000580,20201001,0000000452,1000,20,02,819966.41,EUR,CR
0000000581,20240311,0000000210,2000,10,05,889265.24,EUR,RE
0000000582,20200220,0000000102,2000,30,03,45488.49,EUR,ZOR
0000000583,20220606,0000000260,2000,30,02,212610.29,USD,OR
0000000584,20200907,0000000010,1000,10,05,337221.35,EUR,RE
0000000585,20220901,0000000067,1000,20,03,101010.36,EUR,OR
0000000586,20200803,0000000302,1000,20,02,214225.04,EUR,ZOR
0000000587,20230102,0000000042,2000,10,04,17970.96,USD,CR
0000000588,20200630,0000000065,2000,10,01,309080.29,COP,RE
0000000589,20220318,0000000278,1000,30,01,798127.41,COP,CR
0000000590,20231023,0000000454,2000,30,05,278487.48,EUR,ZOR
0000000591,20240619,0000000468,1000,30,05,618334.62,EUR,OR
0000000592,20220227,0000000218,1000,30,02,755576.1,EUR,CR
0000000593,20220710,0000000129,1000,30,04,368085.64,EUR,ZOR
0000000594,20200304,0000000407,1000,30,02,582825.98,EUR,CR
0000000595,20200220,0000000115,2000,30,02,346962.22,USD,OR
0000000596,20210707,0000000061,2000,20,01,480650.73,EUR,CR
0000000597,20220316,0000000244,1000,20,05,766929.8,COP,RE
0000000598,20210118,0000000023,2000,20,02,936485.7,USD,CR
0000000599,20220815,0000000132,1000,20,03,755380.52,USD,OR
0000000600,20230705,0000000416,1000,20,03,933345.67,COP,ZOR
0000000601,20200628,0000000091,1000,10,05,66787.99,COP,RE
0000000602,20201025,0000000393,1000,20,03,501250.05,COP,RE
0000000603,20220106,0000000309,2000,10,01,347449.33,USD,OR
0000000604,20201216,0000000234,1000,30,02,748930.46,EUR,ZOR
0000000605,20220808,0000000191,1000,30,01,570881.75,USD,CR
0000000606,20200109,0000000263,1000,10,05,527774.82,EUR,ZOR
0000000607,20220528,0000000289,2000,10,02,529751.71,EUR,CR
0000000608,20221107,0000000352,1000,30,04,151306.7,USD,OR
0000000609,20230217,0000000381,1000,20,01,190767.11,EUR,OR
0000000610,20221101,0000000256,1000,30,01,23996.14,COP,CR
0000000611,20241018,0000000232,1000,20,02,67373.01,USD,RE
0000000612,20240526,0000000397,2000,10,04,206305.4,EUR,OR
0000000613,20201231,0000000259,2000,30,01,41017.01,USD,RE
0000000614,20210627,0000000354,1000,10,01,756556.73,COP,ZOR
0000000615,20220418,0000000224,1000,30,05,569858.84,EUR,ZOR
0000000616,20240105,0000000061,1000,30,01,299921.71,USD,ZOR
0000000617,20210629,0000000122,2000,10,01,783982.42,COP,RE
0000000618,20240728,0000000324,2000,10,02,197256.86,USD,CR
0000000619,20240915,0000000299,1000,10,04,39675.03,USD,OR
0000000620,20200204,0000000318,2000,10,04,447068.01,COP,CR
0000000621,20230413,0000000265,2000,30,02,59976.74,USD,CR
0000000622,20220514,0000000091,2000,10,05,673148.76,EUR,OR
0000000623,20241228,0000000367,2000,30,03,370987.05,USD,RE
0000000624,20240325,0000000331,2000,30,04,550200.64,USD,ZOR
0000000625,20231222,0000000207,1000,30,01,307252.82,USD,RE
0000000626,20230212,0000000275,1000,10,02,224967.86,COP,ZOR
0000000627,20210316,0000000228,2000,20,01,34247.47,EUR,RE
0000000628,20211102,0000000031,1000,30,03,678655.18,COP,ZOR
0000000629,20220509,0000000265,2000,10,01,940888.45,COP,CR
0000000630,20220706,0000000428,1000,10,01,58647.01,EUR,ZOR
0000000631,20231229,0000000016,2000,20,05,464964.11,EUR,ZOR
0000000632,20210525,0000000016,1000,10,01,842348.55,COP,ZOR
0000000633,20240911,0000000279,1000,20,02,968614.63,EUR,ZOR
0000000634,20200618,0000000011,2000,10,02,771823.96,COP,RE
0000000635,20230818,0000000225,2000,10,04,83874.16,EUR,RE
0000000636,20221224,0000000365,2000,10,04,112823.63,COP,CR
0000000637,20210124,0000000463,2000,30,03,799228.35,EUR,OR
0000000638,20210817,0000000100,2000,30,02,143104.27,COP,RE
0000000639,20220706,0000000195,1000,30,02,385195.22,COP,ZOR
0000000640,20220419,0000000367,1000,10,03,799492.43,COP,RE
0000000641,20221228,0000000442,2000,20,02,336969.79,USD,CR
0000000642,20231117,0000000410,1000,30,05,40753.62,EUR,OR
0000000643,20211217,0000000437,2000,10,05,503809.31,EUR,OR
0000000644,20200329,0000000407,2000,20,01,239689.32,EUR,OR
0000000645,20230124,0000000092,1000,10,04,84029.79,USD,OR
0000000646,20200814,0000000322,2000,30,03,925569.42,EUR,ZOR
0000000647,20200503,0000000402,2000,30,03,74927.51,EUR,ZOR
0000000648,20240706,0000000445,2000,10,02,629402.73,EUR,ZOR
0000000649,20201211,0000000075,1000,10,03,539649.91,USD,CR
0000000650,20240420,0000000079,1000,30,04,812228.62,EUR,RE
0000000651,20221103,0000000293,1000,30,04,570592.12,EUR,ZOR
0000000652,20231210,0000000066,1000,20,01,562774.92,COP,RE
0000000653,20230915,0000000472,2000,30,05,779790.57,COP,CR
0000000654,20231127,0000000137,1000,10,03,787701.24,USD,CR
0000000655,20200216,0000000291,2000,10,01,61368.52,USD,CR
0000000656,20240623,0000000003,2000,30,05,593512.3,COP,CR
0000000657,20200901,0000000057,1000,30,03,830089.47,EUR,CR
0000000658,20240303,0000000344,2000,30,01,703042.99,USD,RE
0000000659,20210212,0000000152,1000,20,01,79576.16,USD,ZOR
0000000660,20240829,0000000309,2000,30,03,454735.28,USD,RE
0000000661,20231210,0000000357,2000,10,02,316262.13,EUR,CR
0000000662,20200914,0000000299,2000,20,01,350784.52,USD,OR
0000000663,20210728,0000000036,1000,10,05,486924.2,COP,RE
0000000664,20210917,0000000006,1000,10,05,932181.67,EUR,OR
0000000665,20210815,0000000210,2000,10,05,450913.45,USD,RE
0000000666,20230207,0000000115,2000,20,03,716268.73,EUR,RE
0000000667,20220719,0000000096,2000,10,03,519584.23,USD,RE
0000000668,20230914,0000000005,1000,10,02,684182.39,COP,CR
0000000669,20201120,0000000305,2000,30,04,775421.95,COP,CR
0000000670,20220214,0000000041,1000,30,03,624036.05,USD,ZOR
0000000671,20220507,0000000066,1000,30,03,996343.66,COP,RE
0000000672,20200823,0000000006,1000,10,01,106366.59,EUR,OR
0000000673,20200414,0000000380,1000,10,02,139121.48,COP,OR
0000000674,20230509,0000000276,2000,30,03,592204.74,USD,CR
0000000675,20221222,0000000208,2000,10,03,735281.02,COP,RE
0000000676,20231103,0000000123,1000,10,02,895581.5,COP,ZOR
0000000677,20210604,0000000099,2000,10,03,419788.51,COP,RE
0000000678,20240403,0000000122,2000,30,03,699022.46,USD,RE
0000000679,20240123,0000000385,2000,30,03,302838.52,EUR,ZOR
0000000680,20240105,0000000039,1000,20,04,14695.68,EUR,ZOR
0000000681,20220107,0000000107,1000,10,02,410128.3,EUR,ZOR
0000000682,20241107,0000000174,1000,30,05,461359.54,COP,RE
0000000683,20200210,0000000347,2000,20,04,262003.67,USD,OR
0000000684,20221224,0000000296,1000,10,05,308996.63,COP,RE
0000000685,20240131,0000000132,2000,30,01,696577.97,EUR,RE
0000000686,20230722,0000000253,1000,20,05,62345.84,USD,ZOR
0000000687,20220602,0000000125,1000,30,05,716095.48,USD,RE
0000000688,20200319,0000000392,1000,20,05,840681.09,COP,ZOR
0000000689,20211116,0000000098,1000,30,01,953961.94,COP,CR
0000000690,20231224,0000000248,2000,30,01,774559.58,USD,ZOR
0000000691,20210216,0000000347,1000,10,02,881872.03,COP,CR
0000000692,20220102,0000000399,1000,10,01,690366.79,COP,ZOR
0000000693,20220729,0000000012,2000,20,05,323487.02,USD,ZOR
0000000694,20230108,0000000034,1000,20,01,61720.9,EUR,ZOR
0000000695,20220611,0000000061,2000,30,01,828673.44,EUR,RE
0000000696,20210311,0000000213,1000,10,04,499592.33,USD,CR
0000000697,20241119,0000000302,2000,20,01,185533.86,EUR,ZOR
0000000698,20241001,0000000067,2000,10,04,481662.15,COP,CR
0000000699,20230108,0000000335,2000,30,04,534598.14,COP,ZOR
0000000700,20240528,0000000177,1000,30,05,290700.23,USD,CR
0000000701,20240621,0000000120,1000,30,03,371820.19,EUR,RE
0000000702,20220430,0000000235,2000,30,04,540018.59,EUR,ZOR
0000000703,20211020,0000000461,2000,10,01,423689.24,EUR,CR
0000000704,20230505,0000000459,1000,10,03,207774.39,COP,RE
0000000705,20201023,0000000393,2000,10,04,961402.69,EUR,CR
0000000706,20230917,0000000484,2000,30,04,411454.94,USD,ZOR
0000000707,20200414,0000000240,1000,30,01,400563.27,COP,RE
0000000708,20200822,0000000391,1000,20,05,865510.05,EUR,CR
0000000709,20210708,0000000344,1000,20,05,964317.54,USD,ZOR
0000000710,20210307,0000000283,1000,20,01,3309.02,COP,ZOR
0000000711,20200528,0000000190,2000,20,04,54731.68,EUR,OR
0000000712,20200126,0000000477,2000,30,03,612631.66,COP,OR
0000000713,20240316,0000000129,2000,20,01,684013.86,EUR,RE
0000000714,20210418,0000000472,1000,10,01,941174.82,COP,OR
0000000715,20240604,0000000422,1000,10,05,768805.09,COP,RE
0000000716,20210709,0000000027,1000,20,04,82304.03,COP,RE
0000000717,20210530,0000000249,1000,30,04,552278.85,COP,ZOR
0000000718,20230505,0000000200,2000,30,04,232554.05,USD,ZOR
0000000719,20211021,0000000337,2000,30,04,48586.99,USD,CR
0000000720,20200506,0000000230,2000,20,03,485176.46,COP,RE
0000000721,20210304,0000000149,2000,30,05,220998.43,EUR,RE
0000000722,20210829,0000000304,2000,20,01,686254.61,USD,ZOR
0000000723,20200220,0000000161,1000,10,04,641495.9,USD,OR
0000000724,20220409,0000000027,2000,10,01,70899.35,EUR,OR
0000000725,20240804,0000000368,1000,30,01,615053.12,EUR,OR
0000000726,20221019,0000000284,1000,30,02,180084.58,USD,CR
0000000727,20240814,0000000288,1000,20,03,116664.25,USD,ZOR
0000000728,20231126,0000000029,2000,20,01,313962.82,COP,OR
0000000729,20221121,0000000077,1000,10,04,154063.96,COP,CR
0000000730,20240412,0000000174,1000,20,05,925051.88,USD,ZOR
0000000731,20211109,0000000077,1000,30,03,547057.25,COP,RE
0000000732,20201024,0000000195,2000,30,05,76777.36,COP,RE
0000000733,20200705,0000000182,2000,30,03,876650.99,EUR,RE
0000000734,20240902,0000000264,2000,10,05,531222.3,COP,ZOR
0000000735,20230724,0000000240,1000,20,04,419626.21,USD,RE
0000000736,20220102,0000000361,1000,30,04,105802.2,EUR,CR
0000000737,20200417,0000000014,1000,10,04,314089.74,COP,OR
0000000738,20200118,0000000033,2000,10,03,445876.31,EUR,ZOR
0000000739,20210505,0000000208,2000,30,04,182850.77,EUR,RE
0000000740,20230429,0000000281,2000,20,05,270397.26,COP,OR
0000000741,20200922,0000000263,2000,10,03,816102.2,COP,RE
0000000742,20210516,0000000019,1000,30,05,250827.13,USD,CR
0000000743,20210421,0000000205,1000,10,03,898365.62,COP,RE
0000000744,20210502,0000000047,1000,30,03,647215.02,COP,ZOR
0000000745,20210819,0000000165,1000,10,01,772246.61,COP,RE
0000000746,20230602,0000000024,2000,20,03,294150.97,USD,CR
0000000747,20230508,0000000045,2000,10,02,345223.35,USD,ZOR
0000000748,20230808,0000000490,2000,20,05,694625.38,USD,OR
0000000749,20221107,0000000155,2000,10,02,452393.28,EUR,OR
0000000750,20220928,0000000088,2000,10,05,825688.91,EUR,CR
0000000751,20230107,0000000432,1000,10,02,211527.78,USD,RE
0000000752,20211208,0000000495,2000,20,01,242309.11,USD,OR
0000000753,20231217,0000000072,1000,30,02,911618.95,USD,CR
0000000754,20200722,0000000338,2000,20,01,34402.32,COP,ZOR
0000000755,20230202,0000000177,2000,30,01,453095.96,EUR,RE
0000000756,20230123,0000000281,1000,10,01,92271.98,EUR,CR
0000000757,20230201,0000000126,2000,20,01,368657.86,EUR,RE
0000000758,20230808,0000000204,2000,10,04,24551.95,USD,CR
0000000759,20210921,0000000462,1000,10,05,11296.82,EUR,RE
0000000760,20200121,0000000412,1000,20,04,684074.05,USD,RE
0000000761,20200107,0000000392,2000,30,02,905509.15,USD,OR
0000000762,20201108,0000000309,1000,10,03,12659.85,COP,CR
0000000763,20211016,0000000442,1000,10,02,196184.33,EUR,RE
0000000764,20221128,0000000355,2000,10,01,571900.58,COP,RE
0000000765,20210828,0000000142,2000,30,02,978675.39,COP,RE
0000000766,20241021,0000000418,1000,20,03,997243.46,USD,CR
0000000767,20210117,0000000230,1000,10,02,902449.62,EUR,OR
0000000768,20240818,0000000364,1000,10,05,34048.44,EUR,OR
0000000769,20230922,0000000303,1000,30,01,458085.65,COP,RE
0000000770,20240417,0000000331,2000,10,05,45595.4,COP,ZOR
0000000771,20230911,0000000221,2000,10,03,880331.8,USD,CR
0000000772,20210430,0000000380,1000,20,04,73418.88,USD,OR
0000000773,20240608,0000000225,2000,30,05,874511.71,EUR,CR
0000000774,20240131,0000000214,2000,30,05,978228.92,COP,OR
0000000775,20210818,0000000215,1000,20,04,751615.73,COP,RE
0000000776,20200205,0000000454,1000,30,01,95557.91,COP,RE
0000000777,20200122,0000000369,2000,30,02,396675.37,EUR,OR
0000000778,20211105,0000000395,1000,20,01,638114.93,USD,RE
0000000779,20230905,0000000371,2000,30,02,375630.44,USD,RE
0000000780,20220610,0000000291,1000,20,03,190066.81,COP,OR
0000000781,20230202,0000000099,2000,10,01,929369.39,COP,OR
0000000782,20231009,0000000254,1000,10,02,782563.13,USD,RE
0000000783,20230125,0000000148,1000,30,01,12548.06,USD,OR
0000000784,20210906,0000000148,2000,20,02,820494.98,USD,OR
0000000785,20221021,0000000037,2000,10,04,176595.91,COP,OR
0000000786,20210621,0000000240,2000,10,01,265977.67,EUR,RE
0000000787,20210810,0000000123,2000,20,02,638183.1,COP,RE
0000000788,20231021,0000000189,2000,30,03,559100.12,EUR,CR
0000000789,20211216,0000000296,2000,20,03,595566.71,USD,CR
0000000790,20240502,0000000451,2000,10,02,936264.98,COP,CR
0000000791,20200710,0000000028,2000,10,02,336109.85,EUR,ZOR
0000000792,20220318,0000000289,1000,10,05,184245.32,USD,RE
0000000793,20240907,0000000391,2000,30,03,580788.4,USD,CR
0000000794,20231007,0000000340,2000,20,04,11747.9,EUR,ZOR
0000000795,20221008,0000000219,1000,20,03,79968.74,COP,ZOR
0000000796,20230406,0000000209,1000,10,04,732651.52,USD,RE
0000000797,20240815,0000000247,2000,30,03,75209.26,EUR,RE
0000000798,20231110,0000000153,1000,20,03,675969.37,EUR,RE
0000000799,20210401,0000000226,1000,20,04,877667.89,USD,RE
0000000800,20230621,0000000152,1000,20,05,461837.64,USD,ZOR
0000000801,20211129,0000000342,1000,10,02,157343.42,EUR,RE
0000000802,20200517,0000000380,2000,30,05,597806.74,USD,ZOR
0000000803,20200602,0000000195,2000,20,01,829374.69,EUR,ZOR
0000000804,20210927,0000000305,1000,30,04,422314.21,EUR,ZOR
0000000805,20240718,0000000191,2000,20,05,755229.36,COP,ZOR
0000000806,20210910,0000000374,2000,30,01,525340.02,COP,OR
0000000807,20220210,0000000420,2000,30,05,144503.89,USD,ZOR
0000000808,20240211,0000000408,1000,20,02,777515.9,USD,RE
0000000809,20230518,0000000231,2000,20,03,171071.34,EUR,ZOR
0000000810,20220129,0000000173,1000,20,04,186099.87,EUR,RE
0000000811,20230611,0000000316,1000,30,04,140107.93,EUR,RE
0000000812,20240703,0000000466,1000,10,03,206993.37,COP,CR
0000000813,20200427,0000000148,1000,20,02,748672.45,USD,RE
0000000814,20230702,0000000308,2000,30,02,974552.93,EUR,RE
0000000815,20220310,0000000322,2000,30,03,457708.75,COP,RE
0000000816,20200205,0000000338,2000,20,03,596064.12,EUR,CR
0000000817,20220108,0000000365,1000,30,05,983190.8,EUR,ZOR
0000000818,20221227,0000000271,1000,30,03,41300.56,USD,RE
0000000819,20220427,0000000372,2000,10,05,925858.63,EUR,OR
0000000820,20220109,0000000268,1000,20,05,899073.43,COP,CR
0000000821,20220228,0000000417,1000,30,01,904105.63,USD,OR
0000000822,20220327,0000000013,1000,20,03,126390.91,COP,ZOR
0000000823,20220917,0000000368,1000,30,03,614643.18,COP,CR
0000000824,20210620,0000000128,2000,30,03,541890.93,COP,CR
0000000825,20200215,0000000035,1000,30,03,139483.59,COP,OR
0000000826,20211026,0000000372,2000,30,01,276882.02,EUR,ZOR
0000000827,20220130,0000000256,1000,10,04,129597.54,EUR,ZOR
0000000828,20201108,0000000002,1000,30,01,891679.22,USD,ZOR
0000000829,20201022,0000000490,2000,30,05,908402.92,EUR,ZOR
0000000830,20210820,0000000306,2000,10,02,642775.21,USD,ZOR
0000000831,20230627,0000000086,1000,10,01,616106.96,EUR,RE
0000000832,20211119,0000000084,2000,10,04,140129.71,EUR,OR
0000000833,20220929,0000000021,1000,30,04,943117.41,COP,RE
0000000834,20230301,0000000066,2000,30,04,888557.42,COP,RE
0000000835,20200403,0000000094,2000,10,05,865694.08,COP,ZOR
0000000836,20240611,0000000060,1000,10,05,669470.18,USD,RE
0000000837,20201027,0000000176,2000,10,01,746049.97,COP,RE
0000000838,20231001,0000000457,1000,30,05,509956.34,EUR,OR
0000000839,20210721,0000000383,2000,20,04,950873.19,USD,RE
0000000840,20220625,0000000259,2000,30,02,386794.45,EUR,ZOR
0000000841,20200619,0000000208,1000,20,03,389530.63,USD,OR
0000000842,20210112,0000000223,2000,10,01,513157.11,COP,CR
0000000843,20221028,0000000421,2000,20,05,698173.54,COP,RE
0000000844,20220128,0000000267,2000,30,03,86709.76,USD,OR
0000000845,20220522,0000000115,2000,20,03,296734.71,EUR,RE
0000000846,20211106,0000000089,2000,10,03,987706.26,COP,CR
0000000847,20230101,0000000101,1000,10,03,178181.46,EUR,RE
0000000848,20220815,0000000092,1000,30,01,865825.36,COP,CR
